priority_rank,date_key,store_name,sku_id,sku_name,category,issue_type,risk_score,recommended_action,recommended_quantity,hours_to_stockout,expected_impact,source_store,destination_store,reason
85,20260629,MUM_DS_03,274,PET _PET _04,Pet Care,Stock Below Reorder Point,69,Scheduled Replenishment,84,9.4,"Protects $2,102.77 sales exposure; targets 79 units",Regional Distribution Center,MUM_DS_03,Projected inventory (5) breached ROP (50). Target: 79.
86,20260629,DEL_DS_02,298,PET _PET _28,Pet Care,Inter-Store Misallocation / Impending Shortage,68,Redistribute Stock,32,4.7,"Avoids $12,520.05 lost sales; lifts DoC from 0.3 to 3.0d",DEL_DS_08,DEL_DS_02,Destination projected to breach safety stock within 4.7h (DoC: 0.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 0.7km within configured limit.
87,20260629,DEL_DS_02,298,PET _PET _28,Pet Care,Stock Below Reorder Point,68,Scheduled Replenishment,8,4.7,"Protects $6,260.02 sales exposure; targets 86 units",Regional Distribution Center,DEL_DS_02,Projected inventory (3) breached ROP (17). Target: 86. Scaled down to respect dark store physical capacity buffer.
88,20260629,BEN_DS_04,224,HOUS_DISP_14,Household,Inter-Store Misallocation / Impending Shortage,67,Redistribute Stock,32,11.9,"Avoids $3,671.92 lost sales; lifts DoC from 0.7 to 3.0d",BEN_DS_10,BEN_DS_04,Destination projected to breach safety stock within 11.9h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 11.7d). Distance is 1.1km within configured limit.
89,20260629,BEN_DS_04,224,HOUS_DISP_14,Household,Stock Below Reorder Point,67,Scheduled Replenishment,112,11.9,"Protects $1,797.93 sales exposure; targets 116 units",Regional Distribution Center,BEN_DS_04,Projected inventory (9) breached ROP (62). Target: 116.
90,20260629,HYD_DS_02,237,HOUS_DISH_27,Household,Inter-Store Misallocation / Impending Shortage,66,Redistribute Stock,20,7.6,"Avoids $3,592.80 lost sales; lifts DoC from 0.4 to 3.2d",HYD_DS_06,HYD_DS_02,Destination projected to breach safety stock within 7.6h (DoC: 0.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 5.2km within configured limit.
91,20260629,HYD_DS_02,237,HOUS_DISH_27,Household,Stock Below Reorder Point,66,Scheduled Replenishment,56,7.6,"Protects $1,726.94 sales exposure; targets 56 units",Regional Distribution Center,HYD_DS_02,Projected inventory (3) breached ROP (13). Target: 56.
92,20260629,DEL_DS_09,250,BABY_BABY_10,Baby Care,Inter-Store Misallocation / Impending Shortage,66,Redistribute Stock,72,11.9,"Avoids $10,611.64 lost sales; lifts DoC from 0.7 to 3.5d",DEL_DS_10,DEL_DS_09,Destination projected to breach safety stock within 11.9h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 14.5d). Distance is 2.1km within configured limit.
93,20260629,MUM_DS_02,61,SNAC_CHIP_01,Snacks,Inter-Store Misallocation / Impending Shortage,66,Redistribute Stock,168,11.9,"Avoids $3,801.84 lost sales; lifts DoC from 0.7 to 2.6d",MUM_DS_04,MUM_DS_02,Destination projected to breach safety stock within 11.9h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 6.5km within configured limit.
94,20260629,DEL_DS_09,250,BABY_BABY_10,Baby Care,Stock Below Reorder Point,66,Scheduled Replenishment,192,11.9,"Protects $5,232.35 sales exposure; targets 203 units",Regional Distribution Center,DEL_DS_09,Projected inventory (17) breached ROP (126). Target: 203.
95,20260629,MUM_DS_02,61,SNAC_CHIP_01,Snacks,Stock Below Reorder Point,66,Scheduled Replenishment,624,11.9,"Protects $1,980.12 sales exposure; targets 668 units",Regional Distribution Center,MUM_DS_02,Projected inventory (58) breached ROP (318). Target: 668.
96,20260629,MUM_DS_04,35,BEVE_WATE_05,Beverages,Inter-Store Misallocation / Impending Shortage,66,Redistribute Stock,120,26.8,"Avoids $18,846.03 lost sales; lifts DoC from 1.5 to 3.5d",MUM_DS_03,MUM_DS_04,Destination projected to breach safety stock within 26.8h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.1d). Distance is 0.9km within configured limit.
97,20260629,MUM_DS_04,35,BEVE_WATE_05,Beverages,Stock Below Reorder Point,66,Scheduled Replenishment,456,26.8,Protects $0.00 sales exposure; targets 539 units,Regional Distribution Center,MUM_DS_04,Projected inventory (88) breached ROP (302). Target: 539.
98,20260629,BEN_DS_07,20,DAIR_PANE_20,Dairy,Inter-Store Misallocation / Impending Shortage,65,Redistribute Stock,102,4.9,"Avoids $14,232.06 lost sales; lifts DoC from 0.3 to 1.7d",BEN_DS_05,BEN_DS_07,Destination projected to breach safety stock within 4.9h (DoC: 0.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 3.8km within configured limit.
99,20260629,BEN_DS_07,20,DAIR_PANE_20,Dairy,Stock Below Reorder Point,65,Scheduled Replenishment,504,4.9,"Protects $9,986.16 sales exposure; targets 521 units",Regional Distribution Center,BEN_DS_07,Projected inventory (19) breached ROP (56). Target: 521.
100,20260629,MUM_DS_02,189,PERS_SKIN_09,Personal Care,Inter-Store Misallocation / Impending Shortage,65,Redistribute Stock,30,11.2,"Avoids $3,612.82 lost sales; lifts DoC from 0.6 to 2.7d",MUM_DS_03,MUM_DS_02,Destination projected to breach safety stock within 11.2h (DoC: 0.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 5.8km within configured limit.
101,20260629,MUM_DS_02,189,PERS_SKIN_09,Personal Care,Stock Below Reorder Point,65,Scheduled Replenishment,114,11.2,"Protects $1,806.41 sales exposure; targets 118 units",Regional Distribution Center,MUM_DS_02,Projected inventory (9) breached ROP (45). Target: 118.
102,20260629,BEN_DS_03,173,STAP_DALS_23,Staples,Inter-Store Misallocation / Impending Shortage,65,Redistribute Stock,48,12.2,"Avoids $2,900.52 lost sales; lifts DoC from 0.7 to 3.0d",BEN_DS_02,BEN_DS_03,Destination projected to breach safety stock within 12.2h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 21.0d). Distance is 4.8km within configured limit.
103,20260629,BEN_DS_03,173,STAP_DALS_23,Staples,Stock Below Reorder Point,65,Scheduled Replenishment,24,12.2,"Protects $1,420.56 sales exposure; targets 162 units",Regional Distribution Center,BEN_DS_03,Projected inventory (14) breached ROP (101). Target: 162. Scaled down to respect dark store physical capacity buffer.
104,20260629,BEN_DS_01,15,DAIR_PANE_15,Dairy,Inter-Store Misallocation / Impending Shortage,64,Redistribute Stock,72,7.2,"Avoids $3,674.88 lost sales; lifts DoC from 0.4 to 1.6d",BEN_DS_08,BEN_DS_01,Destination projected to breach safety stock within 7.2h (DoC: 0.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 4.7km within configured limit.
105,20260629,BEN_DS_01,15,DAIR_PANE_15,Dairy,Stock Below Reorder Point,64,Scheduled Replenishment,432,7.2,"Protects $3,087.92 sales exposure; targets 449 units",Regional Distribution Center,BEN_DS_01,Projected inventory (24) breached ROP (86). Target: 449.
106,20260629,BEN_DS_07,132,FRUI_EXOT_12,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,64,Redistribute Stock,120,21.2,"Avoids $11,302.80 lost sales; lifts DoC from 1.2 to 2.3d",BEN_DS_05,BEN_DS_07,Destination projected to breach safety stock within 21.2h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 3.8km within configured limit.
107,20260629,BEN_DS_07,132,FRUI_EXOT_12,Fruits & Vegetables,Stock Below Reorder Point,64,Scheduled Replenishment,840,21.2,"Protects $9,917.27 sales exposure; targets 947 units",Regional Distribution Center,BEN_DS_07,Projected inventory (124) breached ROP (525). Target: 947.
108,20260629,BEN_DS_09,15,DAIR_PANE_15,Dairy,Inter-Store Misallocation / Impending Shortage,63,Redistribute Stock,128,6.8,"Avoids $5,920.64 lost sales; lifts DoC from 0.4 to 2.6d",BEN_DS_03,BEN_DS_09,Destination projected to breach safety stock within 6.8h (DoC: 0.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 10.2km within configured limit.
109,20260629,BEN_DS_09,15,DAIR_PANE_15,Dairy,Stock Below Reorder Point,63,Scheduled Replenishment,408,6.8,"Protects $2,945.52 sales exposure; targets 426 units",Regional Distribution Center,BEN_DS_09,Projected inventory (22) breached ROP (80). Target: 426.
110,20260629,MUM_DS_05,85,SNAC_NUTS_25,Snacks,Inter-Store Misallocation / Impending Shortage,63,Redistribute Stock,48,12.2,"Avoids $8,263.20 lost sales; lifts DoC from 0.7 to 1.9d",MUM_DS_01,MUM_DS_05,Destination projected to breach safety stock within 12.2h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 8.6km within configured limit.
111,20260629,MUM_DS_05,85,SNAC_NUTS_25,Snacks,Stock Below Reorder Point,63,Scheduled Replenishment,300,12.2,"Protects $7,070.20 sales exposure; targets 321 units",Regional Distribution Center,MUM_DS_05,Projected inventory (28) breached ROP (95). Target: 321.
112,20260629,MUM_DS_10,52,BEVE_COLD_22,Beverages,Inter-Store Misallocation / Impending Shortage,63,Redistribute Stock,72,13.0,"Avoids $8,451.55 lost sales; lifts DoC from 0.7 to 3.1d",MUM_DS_04,MUM_DS_10,Destination projected to breach safety stock within 13.0h (DoC: 0.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 5.1km within configured limit.
113,20260629,MUM_DS_10,52,BEVE_COLD_22,Beverages,Stock Below Reorder Point,63,Scheduled Replenishment,24,13.0,"Protects $4,206.38 sales exposure; targets 239 units",Regional Distribution Center,MUM_DS_10,Projected inventory (22) breached ROP (57). Target: 239. Scaled down to respect dark store physical capacity buffer.
114,20260629,MUM_DS_09,61,SNAC_CHIP_01,Snacks,Inter-Store Misallocation / Impending Shortage,63,Redistribute Stock,216,19.6,"Avoids $4,344.96 lost sales; lifts DoC from 1.1 to 3.3d",MUM_DS_01,MUM_DS_09,Destination projected to breach safety stock within 19.6h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 7.2km within configured limit.
115,20260629,MUM_DS_09,61,SNAC_CHIP_01,Snacks,Stock Below Reorder Point,63,Scheduled Replenishment,696,19.6,"Protects $2,172.48 sales exposure; targets 780 units",Regional Distribution Center,MUM_DS_09,Projected inventory (105) breached ROP (396). Target: 780.
116,20260629,MUM_DS_02,35,BEVE_WATE_05,Beverages,Inter-Store Misallocation / Impending Shortage,63,Redistribute Stock,96,25.0,"Avoids $15,203.52 lost sales; lifts DoC from 1.4 to 2.5d",MUM_DS_03,MUM_DS_02,Destination projected to breach safety stock within 25.0h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 5.8km within configured limit.
117,20260629,MUM_DS_02,35,BEVE_WATE_05,Beverages,Stock Below Reorder Point,63,Scheduled Replenishment,624,25.0,Protects $0.00 sales exposure; targets 740 units,Regional Distribution Center,MUM_DS_02,Projected inventory (119) breached ROP (398). Target: 740.
118,20260629,HYD_DS_10,288,PET _CAT _18,Pet Care,Inter-Store Misallocation / Impending Shortage,62,Redistribute Stock,16,7.6,"Avoids $4,841.10 lost sales; lifts DoC from 0.4 to 2.6d",HYD_DS_08,HYD_DS_10,Destination projected to breach safety stock within 7.6h (DoC: 0.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 6.8km within configured limit.
119,20260629,HYD_DS_10,288,PET _CAT _18,Pet Care,Stock Below Reorder Point,62,Scheduled Replenishment,52,7.6,"Protects $2,326.96 sales exposure; targets 55 units",Regional Distribution Center,HYD_DS_10,Projected inventory (3) breached ROP (12). Target: 55.
120,20260629,DEL_DS_04,192,PERS_HAIR_12,Personal Care,Stock Below Reorder Point,62,Scheduled Replenishment,48,12.4,"Protects $2,070.79 sales exposure; targets 47 units",Regional Distribution Center,DEL_DS_04,Projected inventory (4) breached ROP (24). Target: 47.
121,20260629,MUM_DS_03,8,DAIR_BUTT_08,Dairy,Inter-Store Misallocation / Impending Shortage,62,Redistribute Stock,240,13.7,"Avoids $24,475.56 lost sales; lifts DoC from 0.8 to 3.5d",MUM_DS_04,MUM_DS_03,Destination projected to breach safety stock within 13.7h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 0.9km within configured limit.
122,20260629,MUM_DS_03,8,DAIR_BUTT_08,Dairy,Stock Below Reorder Point,62,Scheduled Replenishment,612,13.7,"Protects $12,208.74 sales exposure; targets 676 units",Regional Distribution Center,MUM_DS_03,Projected inventory (67) breached ROP (322). Target: 676.
123,20260629,BEN_DS_10,26,DAIR_MILK_26,Dairy,Inter-Store Misallocation / Impending Shortage,62,Redistribute Stock,132,19.8,"Avoids $8,681.31 lost sales; lifts DoC from 1.1 to 3.5d",BEN_DS_01,BEN_DS_10,Destination projected to breach safety stock within 19.8h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.4d). Distance is 2.4km within configured limit.
124,20260629,BEN_DS_10,26,DAIR_MILK_26,Dairy,Stock Below Reorder Point,62,Scheduled Replenishment,420,19.8,"Protects $4,335.18 sales exposure; targets 476 units",Regional Distribution Center,BEN_DS_10,Projected inventory (61) breached ROP (254). Target: 476.
125,20260629,BEN_DS_01,286,PET _PET _16,Pet Care,Stock Below Reorder Point,61,Scheduled Replenishment,72,21.1,"Protects $3,915.03 sales exposure; targets 82 units",Regional Distribution Center,BEN_DS_01,Projected inventory (10) breached ROP (57). Target: 82.
126,20260629,BEN_DS_09,51,BEVE_JUIC_21,Beverages,Inter-Store Misallocation / Impending Shortage,60,Redistribute Stock,64,10.6,"Avoids $5,280.00 lost sales; lifts DoC from 0.6 to 2.0d",BEN_DS_06,BEN_DS_09,Destination projected to breach safety stock within 10.6h (DoC: 0.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 2.2km within configured limit.
127,20260629,BEN_DS_09,51,BEVE_JUIC_21,Beverages,Stock Below Reorder Point,60,Scheduled Replenishment,308,10.6,"Protects $3,630.00 sales exposure; targets 334 units",Regional Distribution Center,BEN_DS_09,Projected inventory (26) breached ROP (114). Target: 334.
128,20260629,DEL_DS_07,139,FRUI_SEAS_19,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,60,Redistribute Stock,208,21.8,"Avoids $15,436.85 lost sales; lifts DoC from 1.2 to 3.4d",DEL_DS_10,DEL_DS_07,Destination projected to breach safety stock within 21.8h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 3.4km within configured limit.
129,20260629,DEL_DS_07,139,FRUI_SEAS_19,Fruits & Vegetables,Stock Below Reorder Point,60,Scheduled Replenishment,696,21.8,"Protects $7,712.65 sales exposure; targets 806 units",Regional Distribution Center,DEL_DS_07,Projected inventory (113) breached ROP (432). Target: 806.
130,20260629,HYD_DS_09,283,PET _DOG _13,Pet Care,Inter-Store Misallocation / Impending Shortage,59,Redistribute Stock,12,14.6,"Avoids $6,582.24 lost sales; lifts DoC from 0.8 to 2.8d",HYD_DS_08,HYD_DS_09,Destination projected to breach safety stock within 14.6h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 1.6km within configured limit.
131,20260629,HYD_DS_09,283,PET _DOG _13,Pet Care,Stock Below Reorder Point,59,Scheduled Replenishment,48,14.6,"Protects $3,367.91 sales exposure; targets 50 units",Regional Distribution Center,HYD_DS_09,Projected inventory (5) breached ROP (32). Target: 50.
132,20260629,MUM_DS_05,197,PERS_HAIR_17,Personal Care,Inter-Store Misallocation / Impending Shortage,58,Redistribute Stock,24,14.0,"Avoids $1,836.18 lost sales; lifts DoC from 0.8 to 3.5d",MUM_DS_09,MUM_DS_05,Destination projected to breach safety stock within 14.0h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 11.1d). Distance is 4.5km within configured limit.
133,20260629,MUM_DS_05,197,PERS_HAIR_17,Personal Care,Stock Below Reorder Point,58,Scheduled Replenishment,68,14.0,Protects $910.95 sales exposure; targets 72 units,Regional Distribution Center,MUM_DS_05,Projected inventory (7) breached ROP (45). Target: 72.
134,20260629,MUM_DS_05,61,SNAC_CHIP_01,Snacks,Inter-Store Misallocation / Impending Shortage,58,Redistribute Stock,72,15.5,"Avoids $1,629.36 lost sales; lifts DoC from 0.9 to 1.8d",MUM_DS_01,MUM_DS_05,Destination projected to breach safety stock within 15.5h (DoC: 0.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 8.6km within configured limit.
135,20260629,MUM_DS_05,61,SNAC_CHIP_01,Snacks,Stock Below Reorder Point,58,Scheduled Replenishment,504,15.5,"Protects $1,674.62 sales exposure; targets 567 units",Regional Distribution Center,MUM_DS_05,Projected inventory (64) breached ROP (271). Target: 567.
136,20260629,MUM_DS_02,279,PET _DOG _09,Pet Care,Inter-Store Misallocation / Impending Shortage,57,Redistribute Stock,40,10.4,"Avoids $6,772.92 lost sales; lifts DoC from 0.6 to 3.5d",MUM_DS_04,MUM_DS_02,Destination projected to breach safety stock within 10.4h (DoC: 0.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.0d). Distance is 6.5km within configured limit.
137,20260629,MUM_DS_02,279,PET _DOG _09,Pet Care,Stock Below Reorder Point,57,Scheduled Replenishment,104,10.4,"Protects $3,352.60 sales exposure; targets 107 units",Regional Distribution Center,MUM_DS_02,Projected inventory (8) breached ROP (37). Target: 107.
